path,status,resolution,required_proof
tests/agent/test_request_assembled_marker.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/agent/test_shell_hooks.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/agent/test_skill_commands.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/agent/test_skill_utils.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/agent/test_system_prompt.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/agent/test_turn_finalizer_final_response_persistence.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/agent/transports/test_codex_transport.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/cli/test_surrogate_sanitization.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/conftest.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/gateway/conftest.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/gateway/test_background_process_notifications.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/gateway/test_completion_delivery.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/gateway/test_config_env_bridge_authority.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/gateway/test_feishu.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/gateway/test_platform_base.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/gateway/test_update_command.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/hermes_cli/conftest.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/hermes_cli/test_auth_noninteractive.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/hermes_cli/test_commands.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/hermes_cli/test_config.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/hermes_cli/test_config_read_guard.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/hermes_cli/test_curator_recent_run_notice.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/hermes_cli/test_dashboard_unified_launch.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/hermes_cli/test_doctor.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/hermes_cli/test_env_loader.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/hermes_cli/test_gateway.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/hermes_cli/test_harness_providers.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/hermes_cli/test_kanban_boards.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/hermes_cli/test_kanban_db.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/hermes_cli/test_managed_uv.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/hermes_cli/test_mcp_startup.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/hermes_cli/test_nous_inference_url_validation.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/hermes_cli/test_plugins_cmd.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/hermes_cli/test_setup_blank_slate.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/hermes_cli/test_update_stale_dashboard.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/plugins/platforms/photon/test_sidecar_paths.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/scripts/test_run_tests_parallel.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/test_hermes_constants.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/test_hermes_state.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/tools/test_approval.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/tools/test_browser_content_none_guard.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/tools/test_execute_code_approval_cluster.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/tools/test_file_operations.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/tools/test_file_tools.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/tools/test_file_tools_cwd_resolution.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/tools/test_local_env_blocklist.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/tools/test_local_env_windows_msys.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/tools/test_modal_sandbox_fixes.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/tools/test_process_registry.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/tools/test_session_search.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/tools/test_skills_tool.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/tools/test_terminal_tool.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/tools/test_terminal_tool_requirements.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/tools/test_tool_search.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tests/tools/test_toolsets.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tools/approval.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tools/browser_tool.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tools/checkpoint_manager.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tools/clarify_tool.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
tools/close_terminal_tool.py,MERGE_RESOLVED,Committed in 97633709cf; see integration-stage1 through stage9 and candidate diff against both parents,Focused evidence in candidate-test-evidence.json; not a whole-repo proof claim
